序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,指数代码,指数名称,category
174,931465,300 ESG领先,1125.61,0.72,8.06,105056251,282213000003.0,1.72,1133.69,1114.52,1116.15,1117.55,1.23,931465,300 ESG领先,中证系列指数
175,930821,中证VR,3214.89,0.72,22.94,60427408,117416103990.0,2.22,3232.1,3161.22,3198.49,3191.95,0.88,930821,中证VR,中证系列指数
176,931554,长江保护,1825.79,0.72,13.13,75278983,225990252029.2,1.59,1833.54,1804.8,1809.47,1812.66,1.13,931554,长江保护,中证系列指数
177,931852,每经品牌100,1133.42,0.71,8.04,131321796,272112641327.8,1.54,1142.17,1124.82,1125.03,1125.38,1.13,931852,每经品牌100,中证系列指数
178,H11136,中国互联网,5592.24,0.7,38.85,5500436,46799828539.0,1.35,5628.33,5553.17,5554.78,5553.39,0.85,H11136,中国互联网,中证系列指数
179,932366,300现金流,3131.24,0.7,21.68,50855330,137659339706.0,1.37,3147.44,3104.74,3105.37,3109.56,1.47,932366,300现金流,中证系列指数
180,931160,通信设备,12767.74,0.7,89.21,26710659,146728479704.0,3.58,12841.74,12388.12,12551.62,12678.53,0.9,931160,通信设备,中证系列指数
181,931463,300 ESG,1211.42,0.69,8.3,294767925,646480196472.0,1.44,1218.02,1200.67,1201.51,1203.12,1.14,931463,300 ESG,中证系列指数
182,930796,全球中国互联网,2258.69,0.69,15.44,21377268,101093924240.3,1.53,2277.36,2243.15,2243.88,2243.25,1.02,930796,全球中国互联网,中证系列指数
183,H30124,安中动态,1696.15,0.69,11.57,351938947,831194066111.0,1.57,1703.83,1677.44,1680.13,1684.58,1.14,H30124,安中动态,中证系列指数
184,931072,全球中国互联网HKD,1927.77,0.68,12.98,21377268,110483993699.2,1.47,1942.95,1914.73,1914.73,1914.79,1.02,931072,全球中国互联网HKD,中证系列指数
