最新价,涨跌幅,成交量,成交额,最高,最低,今开,指数代码,指数名称,category
5352.96,1.08,37187491.0,58862331890.41,5388.85,5295.56,5310.36,983064,深港通化工（港币）,深证系列指数
5847.25,1.08,120900726.0,279216185577.48,5883.89,5776.42,5807.22,399679,深证200R,深证系列指数
4198.44,1.07,21407586.0,63406395215.96,4237.55,4130.39,4168.22,399283,机器人50,深证系列指数
16994.93,1.06,606327632.0,805402226294.13,17122.13,16744.38,16824.23,399002,深成指R,深证系列指数
3649.52,1.06,34217337.0,101953615167.33,3686.69,3580.44,3631.5,470042,新材料50R,深证系列指数
3267.79,1.06,34217337.0,101953615167.33,3301.08,3205.94,3251.66,970042,新材料50,深证系列指数
10042.63,1.03,51043329.0,81957991527.99,10167.32,9874.53,9961.52,483039,深港通汽车R,深证系列指数
1863.3,1.03,21660615.0,138665139981.7,1883.85,1819.21,1839.67,970060,深证ESG成长,深证系列指数
1994.64,1.03,21660615.0,138665139981.7,2016.65,1947.45,1969.35,470060,深证ESG成长R,深证系列指数
8442.04,1.03,51043329.0,81957991527.99,8546.85,8300.73,8373.86,983039,深港通汽车,深证系列指数
2786.02,1.03,207869335.0,616713375320.75,2819.47,2734.95,2757.51,399640,创业基础,深证系列指数
2435.65,1.02,90551465.0,361232040401.81,2458.0,2403.26,2412.56,483002,内地100R(港币),深证系列指数
1288.81,1.01,96259817.0,232296642704.37,1298.12,1266.5,1270.75,980058,绿色治理,深证系列指数
7107.21,1.0,11318523.0,47200182912.82,7164.67,7006.49,7024.3,980015,疫苗生科,深证系列指数
8550.21,1.0,11318523.0,47200182912.82,8619.33,8429.04,8450.47,480015,疫苗生科R,深证系列指数
8719.38,0.99,63007706.0,253396345781.2,8799.55,8535.61,8582.98,399850,深证50,深证系列指数
6139.73,0.99,37187491.0,53849484483.35,6179.99,6077.85,6092.6,483063,深港通化工R,深证系列指数
2284.53,0.99,283416295.0,761968271166.68,2304.16,2247.92,2264.47,399625,中创500,深证系列指数
12696.15,0.99,900391593.0,1576605426828.8633,12791.18,12508.97,12568.63,399001,深证成指,深证系列指数
5502.19,0.99,37187491.0,53849484483.35,5538.28,5446.74,5459.96,983063,深港通化工,深证系列指数
2289.63,0.98,58709812.0,263091313825.54,2311.28,2258.43,2266.74,483092,深港通50R（港币）,深证系列指数
5227.6,0.97,305163193.0,871616019840.61,5249.31,5157.3,5167.03,399312,国证300,深证系列指数
3344.29,0.95,76376473.0,147560739706.39,3366.96,3314.68,3314.68,399391,投资时钟,深证系列指数
1827.77,0.94,90551465.0,361232040401.81,1844.54,1803.46,1810.45,983002,内地100(港币),深证系列指数
3734.54,0.94,284075157.0,763779377587.88,3774.82,3671.13,3698.75,399102,创业板综,深证系列指数
2201.38,0.94,76050292.0,359709832935.93,2226.76,2164.45,2182.91,399662,深证高贝,深证系列指数
3503.99,0.93,225508730.0,634547885880.0,3528.4,3449.57,3468.96,470065,深证优质信披R,深证系列指数
10641.52,0.92,72776250.0,206989547044.96,10691.93,10473.81,10535.3,399351,创新示范,深证系列指数
2727.85,0.92,90551465.0,330468925071.48,2752.78,2692.79,2702.76,483001,内地100R,深证系列指数
2610.29,0.89,13765536.0,35350898459.55,2624.08,2583.5,2594.79,483074,深港通零售R（港币）,深证系列指数
2341.66,0.89,58709812.0,240686032732.62,2363.72,2310.74,2318.91,483091,深港通50R,深证系列指数
1853.55,0.88,58709812.0,263091313825.54,1871.08,1828.29,1835.02,983092,深港通50（港币）,深证系列指数
2338.38,0.88,13765536.0,35350898459.55,2350.74,2314.38,2324.5,983074,深港通零售（港币）,深证系列指数
4503.32,0.86,187152337.0,406192655949.21,4526.52,4462.38,4478.47,399315,巨潮中盘,深证系列指数
3763.72,0.85,48704965.0,132166438707.41,3777.83,3729.15,3736.9,399355,长三角,深证系列指数
2886.51,0.85,225508730.0,634547885880.0,2906.62,2841.68,2857.65,970065,深证优质信披,深证系列指数
2047.04,0.85,90551465.0,330468925071.48,2065.76,2020.74,2028.22,983001,内地100,深证系列指数
4036.0,0.84,76710538.0,194261584984.24,4053.44,3992.57,4014.99,399634,中小等权,深证系列指数
8525.84,0.84,95722529.0,347584928827.92,8605.11,8431.55,8453.84,483008,深港通100R(港币),深证系列指数
1177.35,0.84,59489173.0,155020547583.68,1185.55,1159.49,1168.08,399602,中小成长,深证系列指数
1964.83,0.83,7380615.0,20544214814.65,1977.52,1945.55,1951.42,483104,内地医疗器械R(港币),深证系列指数
1647.93,0.8,42998262.0,47950374345.13,1655.66,1638.83,1638.85,970064,深证国企股东回报,深证系列指数
5331.43,0.8,162901596.0,453651101780.7,5358.38,5269.24,5271.93,399313,巨潮100,深证系列指数
9462.45,0.8,76710538.0,194261584984.24,9510.38,9335.33,9394.85,399333,中小100R,深证系列指数
2245.15,0.8,42998262.0,47950374345.13,2255.68,2232.76,2232.79,470064,深证国企股东回报R,深证系列指数
7780.4,0.8,76710538.0,194261584984.24,7819.8,7675.87,7724.81,399005,中小100,深证系列指数
2684.82,0.79,13765536.0,32340396112.25,2699.08,2658.39,2669.64,483073,深港通零售R,深证系列指数
3088.89,0.79,9976453.0,12427109969.54,3106.58,3064.56,3064.56,980073,生猪指数,深证系列指数
1738.35,0.78,7380615.0,20544214814.65,1749.57,1721.29,1726.48,983104,内地医疗器械(港币),深证系列指数
7278.23,0.78,478144709.0,1116137788107.93,7314.17,7208.15,7217.27,489001,新华500R,深证系列指数
13378.55,0.78,36129651.0,104241956733.22,13379.39,13182.02,13271.6,399967,中证军工,深证系列指数
3222.97,0.78,545891454.0,1115599171179.18,3249.62,3180.31,3197.38,399233,制造指数,深证系列指数
1440.87,0.78,8979190.0,8395005474.54,1450.73,1427.1,1427.84,399231,农林指数,深证系列指数
1895.68,0.78,58709812.0,240686032732.62,1913.53,1870.64,1877.25,983091,深港通50,深证系列指数
3683.28,0.78,9976453.0,12427109969.54,3704.38,3654.28,3654.28,480073,生猪指数R,深证系列指数
2959.05,0.78,47154752.0,91059329818.39,2990.15,2916.7,2946.69,487006,港股科技R,深证系列指数
2404.37,0.78,13765536.0,32340396112.25,2417.15,2380.71,2390.78,983073,深港通零售,深证系列指数
2686.04,0.78,47154752.0,91059329818.39,2714.27,2647.6,2674.82,987006,港股科技,深证系列指数
2397.88,0.77,43445972.0,64012484349.12,2421.43,2374.87,2385.31,399686,深成金融,深证系列指数
6760.34,0.76,95722529.0,347584928827.92,6823.19,6685.57,6703.25,983008,深港通100(港币),深证系列指数
8764.24,0.75,95722529.0,317984030179.53,8845.41,8671.02,8692.69,483007,深港通100R,深证系列指数
1702.37,0.75,44075351.0,155846561046.73,1723.98,1668.36,1679.91,970069,深证绿色制造,深证系列指数
4048.6,0.75,479973789.0,1096794986628.03,4068.47,4009.55,4014.63,399400,大中盘,深证系列指数
4958.63,0.75,478144709.0,1116137788107.93,4983.11,4910.88,4917.09,989001,新华500,深证系列指数
6743.42,0.74,25520770.0,70098554756.61,6769.95,6699.72,6701.25,399812,养老产业,深证系列指数
4496.76,0.74,351938947.0,831194066157.9,4516.84,4452.36,4455.8,399300,沪深300,深证系列指数
2200.54,0.74,7380615.0,18794629089.16,2215.26,2181.09,2186.14,483103,内地医疗器械R,深证系列指数
1763.84,0.74,790827998.0,129836511823.601,1770.77,1741.52,1748.89,399306,深证ETF,深证系列指数
4622.47,0.73,9353405.0,10083392594.93,4645.28,4589.75,4590.08,983052,深港通农牧渔（港币）,深证系列指数
8774.52,0.73,798325451.0,131016580917.429,8807.0,8667.14,8701.85,399103,乐富指数,深证系列指数
5225.65,0.73,9353405.0,10083392594.93,5251.43,5188.66,5189.03,483052,深港通农牧渔R（港币）,深证系列指数
1253.41,0.73,6138352.0,14407643599.13,1266.73,1250.69,1250.69,987024,港股通消费,深证系列指数
4264.38,0.72,160602341.0,447728826794.4,4285.57,4210.97,4215.12,399903,中证100,深证系列指数
5883.69,0.72,226748543.0,639100099948.26,5916.37,5827.02,5851.63,399633,深300EW,深证系列指数
4306.6,0.71,36320620.0,142364378988.24,4338.05,4226.3,4277.6,980039,深圳高新（港币）,深证系列指数
4980.51,0.71,292821452.0,690602330678.82,5004.54,4929.19,4933.4,399314,巨潮大盘,深证系列指数
4721.8,0.71,36320620.0,142364378988.24,4756.29,4633.76,4690.01,480039,深圳高新R（港币）,深证系列指数
3138.77,0.69,43218672.0,99882215087.3,3172.49,3099.6,3129.73,987008,港股通科技,深证系列指数
6230.59,0.69,507126019.0,1108148574059.75,6278.17,6154.98,6185.38,399011,深证1000,深证系列指数
3381.28,0.69,59851514.0,225900710619.24,3425.06,3306.33,3333.37,399260,先进制造,深证系列指数
6979.31,0.68,28839669.0,202400453805.27,7086.5,6845.58,6918.12,399269,创质量,深证系列指数
5109.89,0.68,105847817.0,359883914370.78,5136.25,5051.16,5072.73,399632,深100EW,深证系列指数
2751.4,0.68,47154752.0,83304717291.06,2782.17,2714.61,2740.48,987007,港股科技（人民币）,深证系列指数
1791.46,0.68,17877992.0,51035650375.23,1792.19,1762.32,1782.28,399973,中证国防,深证系列指数
3031.06,0.68,47154752.0,83304717291.06,3064.96,2990.53,3019.03,487007,港股科技R（人民币）,深证系列指数
1946.89,0.68,7380615.0,18794629089.16,1959.91,1929.68,1934.15,983103,内地医疗器械,深证系列指数
2071.53,0.67,40978955.0,81773458173.98,2092.32,2043.43,2073.6,470048,新型显示R,深证系列指数
6946.87,0.67,95722529.0,317984030179.53,7011.22,6872.99,6890.16,983007,深港通100,深证系列指数
1478.63,0.67,43169238.0,57880061909.56,1479.61,1466.04,1469.21,399429,新丝路,深证系列指数
1868.22,0.67,40978955.0,81773458173.98,1886.97,1842.88,1870.09,970048,新型显示,深证系列指数
4775.8,0.66,730857897.0,1502209985339.19,4798.65,4734.91,4742.59,399311,国证1000,深证系列指数
1786.79,0.66,45440038.0,83964310474.73,1810.07,1771.16,1778.57,399240,金融指数,深证系列指数
10697.69,0.65,94263046.0,441936664668.65,10735.61,10521.14,10570.39,399364,消费100,深证系列指数
6474.98,0.64,138846392.0,308299111026.53,6521.75,6417.3,6459.69,399802,500深市,深证系列指数
5244.4,0.64,22877208.0,78133850716.79,5309.9,5143.96,5232.28,470039,创新材料R,深证系列指数
1764.24,0.64,74229140.0,277688422244.66,1774.26,1746.49,1753.31,480002,湾创100R(港币),深证系列指数
4755.46,0.63,9353405.0,9224668973.82,4783.82,4723.48,4723.48,983051,深港通农牧渔,深证系列指数
4787.67,0.63,22877208.0,78133850716.79,4847.47,4695.98,4776.61,970039,创新材料,深证系列指数
5376.27,0.63,9353405.0,9224668973.82,5408.33,5340.12,5340.12,483051,深港通农牧渔R,深证系列指数
5365.71,0.62,36320620.0,130240354008.37,5404.91,5269.29,5331.1,480038,深圳高新R,深证系列指数
3674.03,0.62,66612773.0,147644855012.65,3712.35,3615.88,3648.25,399696,深证创投,深证系列指数
1578.1,0.62,195126249.0,363093486623.63,1586.34,1560.37,1571.04,399008,中小300,深证系列指数
1395.46,0.62,90429470.0,141414674197.76,1406.96,1382.22,1389.28,399292,民企发展,深证系列指数
4893.89,0.62,36320620.0,130240354008.37,4929.64,4805.94,4862.32,980038,深圳高新,深证系列指数
4342.13,0.61,38452075.0,72697886430.07,4351.52,4312.22,4332.54,399335,深证央企,深证系列指数
1722.67,0.61,20298969.0,70323340284.35,1733.54,1701.69,1712.29,399651,中小责任,深证系列指数
4569.58,0.6,438036445.0,811607654660.37,4591.41,4531.57,4554.23,399401,中小盘,深证系列指数
3157.45,0.6,23283965.0,38064809863.5,3171.53,3135.4,3144.04,399649,中小红利,深证系列指数
4345.44,0.6,48691487.0,117550109835.84,4390.1,4271.85,4340.13,399281,电子50,深证系列指数
4145.09,0.59,14243972.0,13212611047.65,4169.47,4117.54,4117.91,399435,国证农牧,深证系列指数
2935.27,0.58,128162763.0,495794908334.0,2943.14,2891.26,2905.43,399392,国证新兴,深证系列指数
2512.79,0.58,16395669.0,60330738869.62,2540.97,2469.18,2513.16,980071,机器人龙头,深证系列指数
2674.22,0.58,16395669.0,60330738869.62,2704.21,2627.8,2674.61,480071,机器人龙头R,深证系列指数
868.76,0.58,6458904.0,3121368404.48,879.29,868.76,870.33,487020,内房股R,深证系列指数
534.17,0.58,6458904.0,3121368404.48,540.64,534.17,535.13,987020,内房股,深证系列指数
8630.88,0.57,215324465.0,387849522389.67,8675.86,8536.53,8595.42,399623,中小基础,深证系列指数
3625.2,0.57,62881342.0,103614640598.19,3635.6,3581.28,3583.31,399644,深证时钟,深证系列指数
2278.46,0.57,30364923.0,71134304737.83,2288.34,2259.42,2269.49,980057,动量因子,深证系列指数
2727.2,0.57,30364923.0,71134304737.83,2739.03,2704.41,2716.47,480057,动量因子R,深证系列指数
1378.56,0.57,36754239.0,16892791522.99,1390.28,1369.96,1371.25,399440,国证钢铁,深证系列指数
1991.43,0.56,64737709.0,95421276888.81,2001.11,1978.37,1985.3,399557,央视文化,深证系列指数
2047.93,0.56,46819763.0,78812785226.38,2061.37,2031.41,2037.4,399604,中小价值,深证系列指数
2945.3,0.56,68832466.0,234157664674.12,2973.92,2901.8,2934.64,399407,中盘高贝,深证系列指数
6910.13,0.56,66649738.0,108809283927.68,7007.2,6878.54,6905.43,399966,800非银,深证系列指数
12570.67,0.55,17789957.0,21157911091.83,12675.21,12491.75,12494.78,399365,国证粮食,深证系列指数
3975.03,0.55,38715392.0,74840480408.02,4005.37,3952.94,3953.86,399676,深医药EW,深证系列指数
7018.44,0.54,49611641.0,124608258406.48,7040.01,6977.4,7005.67,399415,I100,深证系列指数
1855.6,0.54,74229140.0,254039907801.69,1866.07,1838.07,1844.63,480001,湾创100R,深证系列指数
2407.93,0.54,18895596.0,62869450310.45,2417.0,2370.39,2391.67,399650,中小治理,深证系列指数
9645.73,0.54,32826574.0,116095618168.56,9729.16,9512.26,9547.18,399671,深防御50,深证系列指数
7994.1,0.54,42470093.0,112153958927.05,8050.75,7967.91,7968.31,399550,央视50,深证系列指数
4090.22,0.53,8223778.0,23350093042.65,4124.4,4054.97,4061.78,970082,创业板医疗,深证系列指数
1445.93,0.52,74229140.0,277688422244.66,1454.13,1431.37,1436.96,980002,湾创100(港币),深证系列指数
720.33,0.52,4785376.0,2839426299.01,730.32,718.62,725.8,471001,深成地产R,深证系列指数
9065.06,0.52,63184827.0,97903251339.8,9169.94,9039.49,9065.79,483054,深港通非银R（港币）,深证系列指数
7256.11,0.52,63184827.0,97903251339.8,7340.06,7235.64,7256.7,983054,深港通非银（港币）,深证系列指数
492.69,0.52,4785376.0,2839426299.01,499.52,491.52,496.44,971001,深成地产,深证系列指数
3416.86,0.52,152289215.0,423572598951.23,3439.08,3392.28,3402.02,480004,湾区综指R(港币),深证系列指数
2556.56,0.51,900059379.0,1576470099277.06,2574.11,2532.38,2543.9,399107,深证Ａ指,深证系列指数
2723.53,0.51,45989486.0,243489644801.98,2743.21,2665.04,2704.12,399262,数字经济,深证系列指数
2514.97,0.51,19163871.0,33427992656.48,2535.58,2487.12,2505.26,399350,皖江30,深证系列指数
1642.51,0.51,48109905.0,91428970804.41,1667.89,1636.48,1643.48,399420,国证保证,深证系列指数
2443.68,0.51,900391593.0,1576605426828.8633,2460.45,2420.61,2431.59,399106,深证综指,深证系列指数
4759.58,0.5,9709793.0,13813764435.08,4867.36,4731.58,4840.44,980048,国证建材,深证系列指数
6856.21,0.5,9709793.0,13813764435.08,7011.48,6815.89,6972.7,480048,国证建材R,深证系列指数
1432.73,0.5,96819676.0,185008182626.22,1443.49,1413.37,1431.88,399664,中小高贝,深证系列指数
2939.04,0.49,18199944.0,17957937491.46,2981.53,2924.08,2963.57,399367,1000地产,深证系列指数
5761.9,0.49,52619641.0,149889682871.67,5820.7,5657.7,5698.25,470067,深证专利R,深证系列指数
1018.29,0.49,6458904.0,2855552671.15,1031.26,1018.29,1020.34,487021,内房股R（人民币）,深证系列指数
626.1,0.49,6458904.0,2855552671.15,634.08,626.1,627.37,987021,内房股（人民币）,深证系列指数
6937.58,0.48,47787249.0,143790216953.82,6989.52,6801.87,6916.92,980030,消费电子,深证系列指数
4449.52,0.48,73355736.0,242449218866.89,4487.47,4389.69,4423.18,480008,湾区新兴R(港币),深证系列指数
11472.62,0.48,878003331.0,1564130136594.32,11555.82,11366.16,11418.37,399100,新指数,深证系列指数
8183.59,0.48,47787249.0,143790216953.82,8244.86,8023.51,8159.22,480030,消费电子R,深证系列指数
7597.88,0.47,917035339.0,1717810747523.29,7657.0,7555.61,7578.95,483006,深港通综指R(港币),深证系列指数
3798.42,0.47,20006531.0,44103544466.48,3815.48,3773.81,3781.16,480063,国证回购R,深证系列指数
7043.94,0.47,280915814.0,523041433984.9,7078.92,6990.75,7030.27,399905,中证 500,深证系列指数
1113.94,0.45,18019698.0,9414251811.32,1125.6,1113.94,1117.65,483084,深港通内房股R(港币),深证系列指数
2128.0,0.45,38715392.0,74840480408.02,2143.52,2114.55,2115.45,399674,深A医药,深证系列指数
10795.1,0.45,136844777.0,333734254996.73,10860.46,10683.34,10743.28,399352,深企综指,深证系列指数
1780.36,0.45,2359623606.0,500532051646.601,1785.37,1763.21,1768.65,399380,国证ETF,深证系列指数
679.78,0.45,18019698.0,9414251811.32,686.91,679.78,682.05,983084,深港通内房股(港币),深证系列指数
1259.93,0.44,28270145.0,45105086825.94,1271.4,1243.71,1254.98,470047,数字文化R,深证系列指数
6100.67,0.44,917035339.0,1717810747523.29,6148.14,6066.73,6085.47,983006,深港通综指(港币),深证系列指数
2536.51,0.44,152289215.0,423572598951.23,2553.01,2518.27,2525.49,980004,湾区综指(港币),深证系列指数
5441.39,0.43,66919466.0,69300788685.83,5481.62,5427.45,5435.45,399375,中盘价值,深证系列指数
8563.71,0.43,24691543.0,75263500316.77,8565.33,8454.42,8530.98,399368,国证军工,深证系列指数
3002.99,0.43,11983296.0,32722794623.7,3029.71,2977.95,2983.78,399275,创医药,深证系列指数
4090.88,0.43,16545958.0,25679165219.44,4113.15,4069.52,4069.52,399672,深红利50,深证系列指数
9001.66,0.43,2370074117.0,502363706361.429,9026.01,8918.3,8944.99,399379,国证基金,深证系列指数
3845.3,0.42,152289215.0,387500341447.9,3870.23,3820.22,3829.69,480003,湾区综指R,深证系列指数
7459.67,0.42,63184827.0,89565665142.59,7551.68,7441.81,7462.39,983053,深港通非银,深证系列指数
1519.63,0.42,74229140.0,254039907801.69,1528.21,1505.27,1510.64,980001,湾创100,深证系列指数
9319.59,0.42,63184827.0,89565665142.59,9434.54,9297.28,9322.99,483053,深港通非银R,深证系列指数
4459.5,0.42,334213448.0,811581211631.92,4486.46,4423.85,4448.89,399659,深成指EW,深证系列指数
7269.61,0.42,169211575.0,377235128142.96,7317.68,7209.9,7220.98,399703,深证F200,深证系列指数
7402.56,0.42,126022200.0,278613468861.85,7448.93,7337.7,7347.85,399702,深证F120,深证系列指数
3031.35,0.41,18258085.0,68130137671.3,3045.41,3009.63,3016.63,480056,价值因子R,深证系列指数
1175.11,0.41,28270145.0,45105086825.94,1185.81,1159.98,1170.49,970047,数字文化,深证系列指数
2499.64,0.41,18258085.0,68130137671.3,2511.23,2481.73,2487.5,980056,价值因子,深证系列指数
2279.08,0.4,10983445.0,22985872440.17,2293.33,2263.44,2266.76,399280,生物50,深证系列指数
8147.11,0.4,138225008.0,379445513381.19,8193.4,8105.51,8108.57,399354,分析师指数,深证系列指数
5045.56,0.39,73355736.0,221801759043.78,5088.5,4980.91,5017.12,480007,湾区新兴R,深证系列指数
1982.09,0.39,97052183.0,75121989446.89,1998.82,1979.59,1981.33,487014,港股中盘R,深证系列指数
5362.43,0.39,958232.0,394696684.802,5388.14,5351.14,5351.2,399318,国证Ｂ指,深证系列指数
3421.41,0.39,27448878.0,23287934478.25,3464.17,3406.62,3448.16,399393,国证地产,深证系列指数
3225.74,0.38,20006531.0,44103544466.48,3240.23,3204.84,3211.08,980063,国证回购,深证系列指数
1376.36,0.38,97052183.0,75121989446.89,1387.98,1374.63,1375.83,987014,港股中盘,深证系列指数
1181.78,0.38,8726597.0,27560256081.76,1192.85,1168.97,1174.1,399265,创新药械,深证系列指数
10408.38,0.38,52061348.0,148718790977.52,10457.6,10298.59,10323.56,399356,珠三角,深证系列指数
8757.36,0.38,332214.0,135327551.8033,8802.1,8737.57,8744.23,399003,成份Ｂ指,深证系列指数
2348.17,0.37,64737709.0,95421276888.81,2360.0,2338.01,2345.15,399397,国证文化,深证系列指数
1612.16,0.37,44488199.0,64449613158.34,1626.93,1594.27,1613.01,987022,港股通互联网,深证系列指数
7812.29,0.37,917035339.0,1571518702945.45,7872.81,7773.99,7795.04,483005,深港通综指R,深证系列指数
3579.99,0.37,61018632.0,196390359300.27,3613.78,3544.79,3568.14,480037,创新龙头R（港币）,深证系列指数
5792.94,0.37,69933168.0,165732284411.31,5833.71,5745.64,5789.78,399376,小盘成长,深证系列指数
6175.8,0.36,14147171.0,8826306997.0,6261.77,6163.22,6164.55,983014,深港通能源（港币）,深证系列指数
1253.27,0.36,18019698.0,8612519698.96,1267.6,1253.27,1257.8,483083,深港通内房股R,深证系列指数
8984.63,0.36,13872839.0,36619529223.93,9048.24,8911.71,8931.04,399618,深证医药,深证系列指数
2897.38,0.36,61018632.0,196390359300.27,2924.73,2868.9,2887.79,980037,创新龙头（港币）,深证系列指数
6611.54,0.36,149958579.0,229033705730.07,6684.65,6575.6,6609.86,483020,深港通可选消费R（港币）,深证系列指数
6594.31,0.36,1621326985.0,2802525348990.09,6629.5,6550.28,6570.36,399317,国证Ａ指,深证系列指数
764.46,0.36,18019698.0,8612519698.96,773.2,764.46,767.23,983083,深港通内房股,深证系列指数
10999.54,0.36,14147171.0,8826306997.0,11152.65,10977.14,10979.5,483014,深港通能源R（港币）,深证系列指数
1353.62,0.35,19283920.0,16717178254.39,1359.44,1346.63,1349.74,399807,高铁产业,深证系列指数
6271.49,0.35,917035339.0,1571518702945.45,6320.07,6240.74,6257.65,983005,深港通综指,深证系列指数
8755.82,0.34,12611875.0,32096680370.86,8820.51,8689.76,8706.64,399647,深医药50,深证系列指数
5334.92,0.34,239475016.0,507408596456.38,5359.72,5291.04,5312.16,399013,深市精选,深证系列指数
2854.56,0.34,152289215.0,387500341447.9,2873.07,2835.94,2842.98,980003,湾区综指,深证系列指数
1548.94,0.34,1531471.0,1773178448.9,1592.35,1531.65,1535.61,399238,餐饮指数,深证系列指数
1327.74,0.34,332214.0,135327551.8033,1334.43,1324.92,1325.66,399108,深证Ｂ指,深证系列指数
2417.67,0.33,60094642.0,105473570213.07,2438.96,2384.29,2415.76,470046,深证XR R,深证系列指数
4314.6,0.33,92523213.0,289029425493.02,4358.49,4251.53,4265.64,480070,国证专利R,深证系列指数
2247.67,0.33,85624128.0,181107362147.0,2259.66,2238.21,2242.23,399665,中创低波,深证系列指数
5102.47,0.33,62915742.0,229617273453.77,5153.62,5031.03,5078.61,480010,湾区制造R(港币),深证系列指数
2212.72,0.33,60094642.0,105473570213.07,2232.2,2182.16,2210.97,970046,深证XR,深证系列指数
7342.34,0.33,78227067.0,75355938844.4,7387.69,7315.62,7344.7,399377,小盘价值,深证系列指数
5820.94,0.32,74656460.0,103793398309.81,5861.64,5799.78,5799.78,399661,深证低波,深证系列指数
3823.89,0.32,24316921.0,27034090596.32,3855.46,3805.58,3806.67,480072,生物农业R,深证系列指数
3356.4,0.32,24316921.0,27034090596.32,3384.11,3340.32,3341.29,980072,生物农业,深证系列指数
1394.68,0.32,37848887.0,57044020027.44,1400.12,1389.22,1392.41,970055,深证国企ESG,深证系列指数
1590.64,0.32,37848887.0,57044020027.44,1596.84,1584.4,1588.04,470055,深证国企ESGR,深证系列指数
9880.89,0.31,39212672.0,113164960981.01,9931.93,9731.47,9880.04,399551,央视创新,深证系列指数
8041.04,0.31,86245144.0,188837876193.77,8094.91,7962.64,7977.17,399701,深证F60,深证系列指数
5483.88,0.31,50639204.0,262076579963.96,5535.09,5420.18,5474.35,399016,深证创新,深证系列指数
5734.17,0.3,250884108.0,405414998711.16,5760.57,5691.57,5729.17,399316,巨潮小盘,深证系列指数
1819.79,0.3,13162333.0,33354951162.8,1833.0,1806.5,1809.91,399685,深成医药,深证系列指数
2030.32,0.3,97052183.0,68724600825.59,2047.4,2028.65,2029.96,487015,港股中盘R（人民币）,深证系列指数
2347.0,0.3,14302802.0,32965415635.08,2359.42,2329.11,2334.46,970038,生物经济,深证系列指数
2005.4,0.3,54470682.0,298558028085.46,2027.84,1981.66,2000.77,399635,创业板EW,深证系列指数
2626.44,0.3,14302802.0,32965415635.08,2640.33,2606.41,2612.4,470038,生物经济R,深证系列指数
1937.02,0.29,47620324.0,69578652738.11,1951.26,1932.64,1933.13,399663,中小低波,深证系列指数
1409.85,0.28,97052183.0,68724600825.59,1421.71,1408.69,1409.6,987015,港股中盘（人民币）,深证系列指数
4816.62,0.28,55837255.0,181785115235.75,4852.43,4767.71,4820.41,399017,SME创新,深证系列指数
8587.43,0.28,280915814.0,523041433984.9,8632.58,8542.03,8583.05,399982,500等权,深证系列指数
1734.87,0.28,138318418.0,213654339692.83,1749.34,1734.15,1736.36,487010,港股大中盘R,深证系列指数
6348.44,0.27,14147171.0,8074651766.38,6441.03,6337.71,6338.67,983013,深港通能源,深证系列指数
1202.45,0.27,138318418.0,213654339692.83,1212.48,1201.95,1203.48,987010,港股大中盘,深证系列指数
4059.56,0.27,61018632.0,179665365915.71,4097.92,4021.85,4047.27,480036,创新龙头R,深证系列指数
3609.37,0.27,73355736.0,242449218866.89,3640.16,3560.84,3588.01,980008,湾区新兴(港币),深证系列指数
1493.5,0.27,32654913.0,34855861179.54,1495.09,1484.12,1486.22,399236,批零指数,深证系列指数
6799.78,0.27,149958579.0,209528831225.92,6874.51,6768.28,6799.98,483019,深港通可选消费R,深证系列指数
11308.55,0.27,14147171.0,8074651766.38,11473.47,11289.43,11291.15,483013,深港通能源R,深证系列指数
3285.51,0.27,61018632.0,179665365915.71,3316.55,3254.99,3275.57,980036,创新龙头,深证系列指数
13971.29,0.26,384316343.0,555539507332.51,14048.81,13864.49,13950.06,399101,中小综指,深证系列指数
2028.81,0.26,35566576.0,62758506457.48,2039.75,2007.11,2025.56,399992,CSWD并购,深证系列指数
1173.34,0.25,41266235.0,138532350245.94,1183.36,1172.91,1174.7,987012,港股大盘,深证系列指数
4714.15,0.25,52619641.0,149889682871.67,4762.25,4628.9,4662.07,970067,深证专利,深证系列指数
1699.28,0.25,41266235.0,138532350245.94,1713.79,1698.65,1701.24,487012,港股大盘R,深证系列指数
4169.39,0.25,57925568.0,122147056925.05,4213.48,4127.08,4140.61,399384,1000可选,深证系列指数
9962.28,0.25,32829564.0,170045762036.5,9994.14,9801.04,9915.86,980080,成长100,深证系列指数
8351.54,0.24,37787409.0,83183906251.55,8395.05,8273.61,8278.56,399646,深消费50,深证系列指数
670.22,0.24,2811049.0,1835876396.58,675.04,663.8,666.77,399680,深成能源,深证系列指数
5785.98,0.23,62915742.0,210062561099.71,5843.93,5707.42,5760.56,480009,湾区制造R,深证系列指数
1536.24,0.23,46330877.0,107742222517.95,1547.22,1531.73,1537.19,987001,港股50,深证系列指数
4936.54,0.23,11928664.0,22195813457.84,4981.21,4916.51,4930.8,983036,深港通医疗（港币）,深证系列指数
2230.21,0.23,46330877.0,107742222517.95,2246.15,2223.65,2231.58,487001,港股50R,深证系列指数
8865.54,0.23,58643624.0,248985796197.22,8939.34,8704.84,8817.89,399610,TMT50,深证系列指数
5456.11,0.23,11928664.0,22195813457.84,5505.48,5433.97,5449.76,483036,深港通医疗R（港币）,深证系列指数
2000.45,0.22,11998420.0,22083659427.09,2014.09,1987.21,1996.95,399804,中证体育,深证系列指数
9672.01,0.22,106268718.0,277405871709.26,9725.77,9504.8,9665.52,483044,深港通电脑硬件R（港币）,深证系列指数
