序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,指数代码,指数名称,category
328,399633,深300EW,5883.69,0.72,42.01,226748543.0,639100099948.26,1.53,5916.37,5827.02,5851.63,5841.68,0.97,399633,深300EW,深证系列指数
329,980039,深圳高新（港币）,4306.6,0.71,30.47,36320620.0,142364378988.24,2.61,4338.05,4226.3,4277.6,4276.13,0.91,980039,深圳高新（港币）,深证系列指数
330,399314,巨潮大盘,4980.51,0.71,35.02,292821452.0,690602330678.82,1.52,5004.54,4929.19,4933.4,4945.49,1.16,399314,巨潮大盘,深证系列指数
331,480039,深圳高新R（港币）,4721.8,0.71,33.4,36320620.0,142364378988.24,2.61,4756.29,4633.76,4690.01,4688.4,0.91,480039,深圳高新R（港币）,深证系列指数
332,987008,港股通科技,3138.77,0.69,21.41,43218672.0,99882215087.3,2.34,3172.49,3099.6,3129.73,3117.36,1.2,987008,港股通科技,深证系列指数
333,399011,深证1000,6230.59,0.69,42.92,507126019.0,1108148574059.75,1.99,6278.17,6154.98,6185.38,6187.67,0.91,399011,深证1000,深证系列指数
334,399260,先进制造,3381.28,0.69,23.27,59851514.0,225900710619.24,3.54,3425.06,3306.33,3333.37,3358.01,1.06,399260,先进制造,深证系列指数
335,399269,创质量,6979.31,0.68,47.0,28839669.0,202400453805.27,3.48,7086.5,6845.58,6918.12,6932.31,0.9,399269,创质量,深证系列指数
336,399632,深100EW,5109.89,0.68,34.35,105847817.0,359883914370.78,1.68,5136.25,5051.16,5072.73,5075.54,1.04,399632,深100EW,深证系列指数
337,987007,港股科技（人民币）,2751.4,0.68,18.66,47154752.0,83304717291.06,2.47,2782.17,2714.61,2740.48,2732.74,1.25,987007,港股科技（人民币）,深证系列指数
338,399973,中证国防,1791.46,0.68,12.09,17877992.0,51035650375.23,1.68,1792.19,1762.32,1782.28,1779.37,1.05,399973,中证国防,深证系列指数
339,487007,港股科技R（人民币）,3031.06,0.68,20.56,47154752.0,83304717291.06,2.47,3064.96,2990.53,3019.03,3010.5,1.25,487007,港股科技R（人民币）,深证系列指数
340,983103,内地医疗器械,1946.89,0.68,13.24,7380615.0,18794629089.16,1.56,1959.91,1929.68,1934.15,1933.65,0.87,983103,内地医疗器械,深证系列指数
341,470048,新型显示R,2071.53,0.67,13.84,40978955.0,81773458173.98,2.38,2092.32,2043.43,2073.6,2057.69,0.9,470048,新型显示R,深证系列指数
342,983007,深港通100,6946.87,0.67,46.04,95722529.0,317984030179.53,2.0,7011.22,6872.99,6890.16,6900.83,1.07,983007,深港通100,深证系列指数
343,399429,新丝路,1478.63,0.67,9.9,43169238.0,57880061909.56,0.92,1479.61,1466.04,1469.21,1468.73,0.81,399429,新丝路,深证系列指数
344,970048,新型显示,1868.22,0.67,12.49,40978955.0,81773458173.98,2.38,1886.97,1842.88,1870.09,1855.73,0.9,970048,新型显示,深证系列指数
345,399311,国证1000,4775.8,0.66,31.49,730857897.0,1502209985339.19,1.34,4798.65,4734.91,4742.59,4744.31,1.0,399311,国证1000,深证系列指数
346,399240,金融指数,1786.79,0.66,11.68,45440038.0,83964310474.73,2.19,1810.07,1771.16,1778.57,1775.11,1.06,399240,金融指数,深证系列指数
347,399364,消费100,10697.69,0.65,69.17,94263046.0,441936664668.65,2.02,10735.61,10521.14,10570.39,10628.52,0.94,399364,消费100,深证系列指数
348,399802,500深市,6474.98,0.64,41.33,138846392.0,308299111026.53,1.62,6521.75,6417.3,6459.69,6433.65,0.96,399802,500深市,深证系列指数
349,470039,创新材料R,5244.4,0.64,33.13,22877208.0,78133850716.79,3.18,5309.9,5143.96,5232.28,5211.27,1.08,470039,创新材料R,深证系列指数
350,480002,湾创100R(港币),1764.24,0.64,11.22,74229140.0,277688422244.66,1.58,1774.26,1746.49,1753.31,1753.02,1.0,480002,湾创100R(港币),深证系列指数
351,983051,深港通农牧渔,4755.46,0.63,29.75,9353405.0,9224668973.82,1.28,4783.82,4723.48,4723.48,4725.71,0.77,983051,深港通农牧渔,深证系列指数
352,970039,创新材料,4787.67,0.63,29.97,22877208.0,78133850716.79,3.18,4847.47,4695.98,4776.61,4757.7,1.08,970039,创新材料,深证系列指数
353,483051,深港通农牧渔R,5376.27,0.63,33.63,9353405.0,9224668973.82,1.28,5408.33,5340.12,5340.12,5342.64,0.77,483051,深港通农牧渔R,深证系列指数
354,480038,深圳高新R,5365.71,0.62,32.88,36320620.0,130240354008.37,2.54,5404.91,5269.29,5331.1,5332.83,0.91,480038,深圳高新R,深证系列指数
355,399696,深证创投,3674.03,0.62,22.67,66612773.0,147644855012.65,2.64,3712.35,3615.88,3648.25,3651.36,0.86,399696,深证创投,深证系列指数
356,399008,中小300,1578.1,0.62,9.65,195126249.0,363093486623.63,1.66,1586.34,1560.37,1571.04,1568.45,0.94,399008,中小300,深证系列指数
357,399292,民企发展,1395.46,0.62,8.53,90429470.0,141414674197.76,1.78,1406.96,1382.22,1389.28,1386.93,0.79,399292,民企发展,深证系列指数
358,980038,深圳高新,4893.89,0.62,29.99,36320620.0,130240354008.37,2.54,4929.64,4805.94,4862.32,4863.9,0.91,980038,深圳高新,深证系列指数
359,399335,深证央企,4342.13,0.61,26.22,38452075.0,72697886430.07,0.91,4351.52,4312.22,4332.54,4315.91,0.95,399335,深证央企,深证系列指数
360,399651,中小责任,1722.67,0.61,10.51,20298969.0,70323340284.35,1.86,1733.54,1701.69,1712.29,1712.16,0.97,399651,中小责任,深证系列指数
361,399401,中小盘,4569.58,0.6,27.27,438036445.0,811607654660.37,1.32,4591.41,4531.57,4554.23,4542.31,0.92,399401,中小盘,深证系列指数
362,399649,中小红利,3157.45,0.6,18.97,23283965.0,38064809863.5,1.15,3171.53,3135.4,3144.04,3138.48,1.01,399649,中小红利,深证系列指数
363,399281,电子50,4345.44,0.6,26.11,48691487.0,117550109835.84,2.74,4390.1,4271.85,4340.13,4319.33,0.89,399281,电子50,深证系列指数
364,399435,国证农牧,4145.09,0.59,24.3,14243972.0,13212611047.65,1.26,4169.47,4117.54,4117.91,4120.79,0.82,399435,国证农牧,深证系列指数
365,399392,国证新兴,2935.27,0.58,16.79,128162763.0,495794908334.0,1.78,2943.14,2891.26,2905.43,2918.48,1.04,399392,国证新兴,深证系列指数
366,980071,机器人龙头,2512.79,0.58,14.6,16395669.0,60330738869.62,2.87,2540.97,2469.18,2513.16,2498.19,0.89,980071,机器人龙头,深证系列指数
367,480071,机器人龙头R,2674.22,0.58,15.55,16395669.0,60330738869.62,2.87,2704.21,2627.8,2674.61,2658.67,0.89,480071,机器人龙头R,深证系列指数
368,487020,内房股R,868.76,0.58,5.04,6458904.0,3121368404.48,1.22,879.29,868.76,870.33,863.72,0.52,487020,内房股R,深证系列指数
369,987020,内房股,534.17,0.58,3.1,6458904.0,3121368404.48,1.22,540.64,534.17,535.13,531.07,0.52,987020,内房股,深证系列指数
370,399623,中小基础,8630.88,0.57,49.06,215324465.0,387849522389.67,1.62,8675.86,8536.53,8595.42,8581.82,0.93,399623,中小基础,深证系列指数
371,399644,深证时钟,3625.2,0.57,20.61,62881342.0,103614640598.19,1.51,3635.6,3581.28,3583.31,3604.59,1.03,399644,深证时钟,深证系列指数
372,980057,动量因子,2278.46,0.57,12.84,30364923.0,71134304737.83,1.28,2288.34,2259.42,2269.49,2265.62,1.11,980057,动量因子,深证系列指数
373,480057,动量因子R,2727.2,0.57,15.37,30364923.0,71134304737.83,1.28,2739.03,2704.41,2716.47,2711.83,1.11,480057,动量因子R,深证系列指数
374,399440,国证钢铁,1378.56,0.57,7.88,36754239.0,16892791522.99,1.48,1390.28,1369.96,1371.25,1370.68,0.92,399440,国证钢铁,深证系列指数
375,399557,央视文化,1991.43,0.56,11.08,64737709.0,95421276888.81,1.15,2001.11,1978.37,1985.3,1980.35,0.97,399557,央视文化,深证系列指数
376,399604,中小价值,2047.93,0.56,11.5,46819763.0,78812785226.38,1.47,2061.37,2031.41,2037.4,2036.43,1.0,399604,中小价值,深证系列指数
377,399407,中盘高贝,2945.3,0.56,16.49,68832466.0,234157664674.12,2.46,2973.92,2901.8,2934.64,2928.81,0.86,399407,中盘高贝,深证系列指数
378,399966,800非银,6910.13,0.56,38.8,66649738.0,108809283927.68,1.87,7007.2,6878.54,6905.43,6871.33,0.95,399966,800非银,深证系列指数
379,399365,国证粮食,12570.67,0.55,69.0,17789957.0,21157911091.83,1.47,12675.21,12491.75,12494.78,12501.67,0.95,399365,国证粮食,深证系列指数
380,399676,深医药EW,3975.03,0.55,21.81,38715392.0,74840480408.02,1.33,4005.37,3952.94,3953.86,3953.22,0.82,399676,深医药EW,深证系列指数
381,399415,I100,7018.44,0.54,38.0,49611641.0,124608258406.48,0.9,7040.01,6977.4,7005.67,6980.44,1.3,399415,I100,深证系列指数
382,480001,湾创100R,1855.6,0.54,10.05,74229140.0,254039907801.69,1.52,1866.07,1838.07,1844.63,1845.55,1.0,480001,湾创100R,深证系列指数
383,399650,中小治理,2407.93,0.54,12.88,18895596.0,62869450310.45,1.95,2417.0,2370.39,2391.67,2395.05,1.01,399650,中小治理,深证系列指数
384,399671,深防御50,9645.73,0.54,52.22,32826574.0,116095618168.56,2.26,9729.16,9512.26,9547.18,9593.51,0.78,399671,深防御50,深证系列指数
385,399550,央视50,7994.1,0.54,43.05,42470093.0,112153958927.05,1.04,8050.75,7967.91,7968.31,7951.05,1.16,399550,央视50,深证系列指数
386,970082,创业板医疗,4090.22,0.53,21.47,8223778.0,23350093042.65,1.71,4124.4,4054.97,4061.78,4068.75,0.88,970082,创业板医疗,深证系列指数
387,980002,湾创100(港币),1445.93,0.52,7.48,74229140.0,277688422244.66,1.58,1454.13,1431.37,1436.96,1438.45,1.0,980002,湾创100(港币),深证系列指数
388,471001,深成地产R,720.33,0.52,3.75,4785376.0,2839426299.01,1.63,730.32,718.62,725.8,716.58,0.74,471001,深成地产R,深证系列指数
389,483054,深港通非银R（港币）,9065.06,0.52,46.48,63184827.0,97903251339.8,1.45,9169.94,9039.49,9065.79,9018.58,1.15,483054,深港通非银R（港币）,深证系列指数
390,983054,深港通非银（港币）,7256.11,0.52,37.2,63184827.0,97903251339.8,1.45,7340.06,7235.64,7256.7,7218.91,1.15,983054,深港通非银（港币）,深证系列指数
391,971001,深成地产,492.69,0.52,2.56,4785376.0,2839426299.01,1.63,499.52,491.52,496.44,490.13,0.74,971001,深成地产,深证系列指数
392,480004,湾区综指R(港币),3416.86,0.52,17.59,152289215.0,423572598951.23,1.38,3439.08,3392.28,3402.02,3399.27,1.01,480004,湾区综指R(港币),深证系列指数
393,399107,深证Ａ指,2556.56,0.51,12.94,900059379.0,1576470099277.06,1.64,2574.11,2532.38,2543.9,2543.62,0.88,399107,深证Ａ指,深证系列指数
394,399262,数字经济,2723.53,0.51,13.79,45989486.0,243489644801.98,2.88,2743.21,2665.04,2704.12,2709.74,0.9,399262,数字经济,深证系列指数
395,399350,皖江30,2514.97,0.51,12.72,19163871.0,33427992656.48,1.94,2535.58,2487.12,2505.26,2502.25,0.93,399350,皖江30,深证系列指数
396,399420,国证保证,1642.51,0.51,8.27,48109905.0,91428970804.41,1.92,1667.89,1636.48,1643.48,1634.24,1.05,399420,国证保证,深证系列指数
397,399106,深证综指,2443.68,0.51,12.36,900391593.0,1576605426828.8633,1.64,2460.45,2420.61,2431.59,2431.32,0.88,399106,深证综指,深证系列指数
398,980048,国证建材,4759.58,0.5,23.86,9709793.0,13813764435.08,2.87,4867.36,4731.58,4840.44,4735.72,0.76,980048,国证建材,深证系列指数
399,480048,国证建材R,6856.21,0.5,34.36,9709793.0,13813764435.08,2.87,7011.48,6815.89,6972.7,6821.85,0.76,480048,国证建材R,深证系列指数
400,399664,中小高贝,1432.73,0.5,7.19,96819676.0,185008182626.22,2.11,1443.49,1413.37,1431.88,1425.54,0.96,399664,中小高贝,深证系列指数
401,399367,1000地产,2939.04,0.49,14.32,18199944.0,17957937491.46,1.96,2981.53,2924.08,2963.57,2924.72,0.89,399367,1000地产,深证系列指数
402,470067,深证专利R,5761.9,0.49,28.26,52619641.0,149889682871.67,2.84,5820.7,5657.7,5698.25,5733.64,0.98,470067,深证专利R,深证系列指数
403,487021,内房股R（人民币）,1018.29,0.49,4.96,6458904.0,2855552671.15,1.28,1031.26,1018.29,1020.34,1013.33,0.52,487021,内房股R（人民币）,深证系列指数
404,987021,内房股（人民币）,626.1,0.49,3.04,6458904.0,2855552671.15,1.28,634.08,626.1,627.37,623.06,0.52,987021,内房股（人民币）,深证系列指数
405,980030,消费电子,6937.58,0.48,33.47,47787249.0,143790216953.82,2.72,6989.52,6801.87,6916.92,6904.11,0.92,980030,消费电子,深证系列指数
406,480008,湾区新兴R(港币),4449.52,0.48,21.33,73355736.0,242449218866.89,2.21,4487.47,4389.69,4423.18,4428.19,0.97,480008,湾区新兴R(港币),深证系列指数
407,399100,新指数,11472.62,0.48,54.91,878003331.0,1564130136594.32,1.66,11555.82,11366.16,11418.37,11417.71,0.88,399100,新指数,深证系列指数
408,480030,消费电子R,8183.59,0.48,39.47,47787249.0,143790216953.82,2.72,8244.86,8023.51,8159.22,8144.12,0.92,480030,消费电子R,深证系列指数
409,483006,深港通综指R(港币),7597.88,0.47,35.2,917035339.0,1717810747523.29,1.34,7657.0,7555.61,7578.95,7562.68,0.95,483006,深港通综指R(港币),深证系列指数
410,480063,国证回购R,3798.42,0.47,17.65,20006531.0,44103544466.48,1.1,3815.48,3773.81,3781.16,3780.77,1.12,480063,国证回购R,深证系列指数
411,399905,中证 500,7043.94,0.47,32.78,280915814.0,523041433984.9,1.26,7078.92,6990.75,7030.27,7011.16,0.93,399905,中证 500,深证系列指数
412,483084,深港通内房股R(港币),1113.94,0.45,5.01,18019698.0,9414251811.32,1.05,1125.6,1113.94,1117.65,1108.93,0.62,483084,深港通内房股R(港币),深证系列指数
413,399674,深A医药,2128.0,0.45,9.51,38715392.0,74840480408.02,1.37,2143.52,2114.55,2115.45,2118.49,0.82,399674,深A医药,深证系列指数
414,399352,深企综指,10795.1,0.45,47.94,136844777.0,333734254996.73,1.65,10860.46,10683.34,10743.28,10747.16,0.9,399352,深企综指,深证系列指数
415,399380,国证ETF,1780.36,0.45,8.03,2359623606.0,500532051646.601,1.25,1785.37,1763.21,1768.65,1772.33,1.0,399380,国证ETF,深证系列指数
416,983084,深港通内房股(港币),679.78,0.45,3.05,18019698.0,9414251811.32,1.05,686.91,679.78,682.05,676.73,0.62,983084,深港通内房股(港币),深证系列指数
417,470047,数字文化R,1259.93,0.44,5.53,28270145.0,45105086825.94,2.21,1271.4,1243.71,1254.98,1254.4,0.75,470047,数字文化R,深证系列指数
418,983006,深港通综指(港币),6100.67,0.44,26.8,917035339.0,1717810747523.29,1.34,6148.14,6066.73,6085.47,6073.87,0.95,983006,深港通综指(港币),深证系列指数
419,980004,湾区综指(港币),2536.51,0.44,11.04,152289215.0,423572598951.23,1.38,2553.01,2518.27,2525.49,2525.47,1.01,980004,湾区综指(港币),深证系列指数
420,399375,中盘价值,5441.39,0.43,23.29,66919466.0,69300788685.83,1.0,5481.62,5427.45,5435.45,5418.1,1.02,399375,中盘价值,深证系列指数
421,399368,国证军工,8563.71,0.43,36.94,24691543.0,75263500316.77,1.3,8565.33,8454.42,8530.98,8526.77,1.02,399368,国证军工,深证系列指数
422,399275,创医药,3002.99,0.43,12.81,11983296.0,32722794623.7,1.73,3029.71,2977.95,2983.78,2990.18,0.82,399275,创医药,深证系列指数
423,399672,深红利50,4090.88,0.43,17.53,16545958.0,25679165219.44,1.07,4113.15,4069.52,4069.52,4073.35,1.07,399672,深红利50,深证系列指数
424,399379,国证基金,9001.66,0.43,38.94,2370074117.0,502363706361.429,1.2,9026.01,8918.3,8944.99,8962.72,1.0,399379,国证基金,深证系列指数
425,480003,湾区综指R,3845.3,0.42,16.15,152289215.0,387500341447.9,1.31,3870.23,3820.22,3829.69,3829.15,1.01,480003,湾区综指R,深证系列指数
426,983053,深港通非银,7459.67,0.42,31.18,63184827.0,89565665142.59,1.48,7551.68,7441.81,7462.39,7428.49,1.15,983053,深港通非银,深证系列指数
427,980001,湾创100,1519.63,0.42,6.41,74229140.0,254039907801.69,1.52,1528.21,1505.27,1510.64,1513.22,1.0,980001,湾创100,深证系列指数
428,483053,深港通非银R,9319.59,0.42,38.96,63184827.0,89565665142.59,1.48,9434.54,9297.28,9322.99,9280.63,1.15,483053,深港通非银R,深证系列指数
429,399659,深成指EW,4459.5,0.42,18.56,334213448.0,811581211631.92,1.41,4486.46,4423.85,4448.89,4440.94,0.95,399659,深成指EW,深证系列指数
430,399703,深证F200,7269.61,0.42,30.52,169211575.0,377235128142.96,1.49,7317.68,7209.9,7220.98,7239.09,1.03,399703,深证F200,深证系列指数
431,399702,深证F120,7402.56,0.42,30.96,126022200.0,278613468861.85,1.51,7448.93,7337.7,7347.85,7371.6,1.05,399702,深证F120,深证系列指数
432,480056,价值因子R,3031.35,0.41,12.4,18258085.0,68130137671.3,1.19,3045.41,3009.63,3016.63,3018.95,1.19,480056,价值因子R,深证系列指数
433,970047,数字文化,1175.11,0.41,4.85,28270145.0,45105086825.94,2.21,1185.81,1159.98,1170.49,1170.26,0.75,970047,数字文化,深证系列指数
434,980056,价值因子,2499.64,0.41,10.22,18258085.0,68130137671.3,1.19,2511.23,2481.73,2487.5,2489.42,1.19,980056,价值因子,深证系列指数
435,399280,生物50,2279.08,0.4,9.05,10983445.0,22985872440.17,1.32,2293.33,2263.44,2266.76,2270.03,0.84,399280,生物50,深证系列指数
436,399354,分析师指数,8147.11,0.4,32.44,138225008.0,379445513381.19,1.08,8193.4,8105.51,8108.57,8114.67,1.35,399354,分析师指数,深证系列指数
437,480007,湾区新兴R,5045.56,0.39,19.4,73355736.0,221801759043.78,2.14,5088.5,4980.91,5017.12,5026.16,0.97,480007,湾区新兴R,深证系列指数
438,487014,港股中盘R,1982.09,0.39,7.77,97052183.0,75121989446.89,0.97,1998.82,1979.59,1981.33,1974.32,1.14,487014,港股中盘R,深证系列指数
439,399318,国证Ｂ指,5362.43,0.39,20.92,958232.0,394696684.802,0.69,5388.14,5351.14,5351.2,5341.51,0.56,399318,国证Ｂ指,深证系列指数
440,399393,国证地产,3421.41,0.39,13.38,27448878.0,23287934478.25,1.69,3464.17,3406.62,3448.16,3408.03,0.8,399393,国证地产,深证系列指数
441,980063,国证回购,3225.74,0.38,12.3,20006531.0,44103544466.48,1.1,3240.23,3204.84,3211.08,3213.44,1.12,980063,国证回购,深证系列指数
442,987014,港股中盘,1376.36,0.38,5.2,97052183.0,75121989446.89,0.97,1387.98,1374.63,1375.83,1371.16,1.14,987014,港股中盘,深证系列指数
443,399265,创新药械,1181.78,0.38,4.43,8726597.0,27560256081.76,2.03,1192.85,1168.97,1174.1,1177.35,0.75,399265,创新药械,深证系列指数
444,399356,珠三角,10408.38,0.38,39.83,52061348.0,148718790977.52,1.53,10457.6,10298.59,10323.56,10368.55,1.11,399356,珠三角,深证系列指数
445,399003,成份Ｂ指,8757.36,0.38,32.72,332214.0,135327551.8033,0.74,8802.1,8737.57,8744.23,8724.64,0.55,399003,成份Ｂ指,深证系列指数
446,399397,国证文化,2348.17,0.37,8.72,64737709.0,95421276888.81,0.94,2360.0,2338.01,2345.15,2339.45,0.97,399397,国证文化,深证系列指数
447,987022,港股通互联网,1612.16,0.37,5.98,44488199.0,64449613158.34,2.03,1626.93,1594.27,1613.01,1606.18,1.22,987022,港股通互联网,深证系列指数
448,483005,深港通综指R,7812.29,0.37,28.79,917035339.0,1571518702945.45,1.27,7872.81,7773.99,7795.04,7783.5,0.95,483005,深港通综指R,深证系列指数
449,480037,创新龙头R（港币）,3579.99,0.37,13.13,61018632.0,196390359300.27,1.93,3613.78,3544.79,3568.14,3566.86,0.91,480037,创新龙头R（港币）,深证系列指数
450,399376,小盘成长,5792.94,0.37,21.4,69933168.0,165732284411.31,1.53,5833.71,5745.64,5789.78,5771.54,0.9,399376,小盘成长,深证系列指数
451,983014,深港通能源（港币）,6175.8,0.36,22.33,14147171.0,8826306997.0,1.6,6261.77,6163.22,6164.55,6153.47,1.14,983014,深港通能源（港币）,深证系列指数
452,483083,深港通内房股R,1253.27,0.36,4.45,18019698.0,8612519698.96,1.15,1267.6,1253.27,1257.8,1248.82,0.62,483083,深港通内房股R,深证系列指数
453,399618,深证医药,8984.63,0.36,32.29,13872839.0,36619529223.93,1.53,9048.24,8911.71,8931.04,8952.34,0.84,399618,深证医药,深证系列指数
454,980037,创新龙头（港币）,2897.38,0.36,10.45,61018632.0,196390359300.27,1.93,2924.73,2868.9,2887.79,2886.93,0.91,980037,创新龙头（港币）,深证系列指数
455,483020,深港通可选消费R（港币）,6611.54,0.36,23.86,149958579.0,229033705730.07,1.66,6684.65,6575.6,6609.86,6587.68,0.91,483020,深港通可选消费R（港币）,深证系列指数
456,399317,国证Ａ指,6594.31,0.36,23.89,1621326985.0,2802525348990.09,1.21,6629.5,6550.28,6570.36,6570.42,0.9,399317,国证Ａ指,深证系列指数
457,983083,深港通内房股,764.46,0.36,2.71,18019698.0,8612519698.96,1.15,773.2,764.46,767.23,761.75,0.62,983083,深港通内房股,深证系列指数
458,483014,深港通能源R（港币）,10999.54,0.36,39.78,14147171.0,8826306997.0,1.6,11152.65,10977.14,10979.5,10959.76,1.14,483014,深港通能源R（港币）,深证系列指数
459,399807,高铁产业,1353.62,0.35,4.77,19283920.0,16717178254.39,0.95,1359.44,1346.63,1349.74,1348.85,1.1,399807,高铁产业,深证系列指数
460,983005,深港通综指,6271.49,0.35,21.61,917035339.0,1571518702945.45,1.27,6320.07,6240.74,6257.65,6249.88,0.95,983005,深港通综指,深证系列指数
461,399647,深医药50,8755.82,0.34,29.53,12611875.0,32096680370.86,1.5,8820.51,8689.76,8706.64,8726.29,0.84,399647,深医药50,深证系列指数
462,399013,深市精选,5334.92,0.34,18.3,239475016.0,507408596456.38,1.29,5359.72,5291.04,5312.16,5316.62,0.92,399013,深市精选,深证系列指数
463,980003,湾区综指,2854.56,0.34,9.71,152289215.0,387500341447.9,1.31,2873.07,2835.94,2842.98,2844.85,1.01,980003,湾区综指,深证系列指数
464,399238,餐饮指数,1548.94,0.34,5.27,1531471.0,1773178448.9,3.93,1592.35,1531.65,1535.61,1543.67,0.87,399238,餐饮指数,深证系列指数
465,399108,深证Ｂ指,1327.74,0.34,4.55,332214.0,135327551.8033,0.72,1334.43,1324.92,1325.66,1323.19,0.55,399108,深证Ｂ指,深证系列指数
466,470046,深证XR R,2417.67,0.33,7.97,60094642.0,105473570213.07,2.27,2438.96,2384.29,2415.76,2409.7,0.83,470046,深证XR R,深证系列指数
467,480070,国证专利R,4314.6,0.33,14.29,92523213.0,289029425493.02,2.49,4358.49,4251.53,4265.64,4300.31,0.99,480070,国证专利R,深证系列指数
468,399665,中创低波,2247.67,0.33,7.33,85624128.0,181107362147.0,0.96,2259.66,2238.21,2242.23,2240.34,0.93,399665,中创低波,深证系列指数
469,480010,湾区制造R(港币),5102.47,0.33,16.76,62915742.0,229617273453.77,2.41,5153.62,5031.03,5078.61,5085.71,0.9,480010,湾区制造R(港币),深证系列指数
470,970046,深证XR,2212.72,0.33,7.29,60094642.0,105473570213.07,2.27,2232.2,2182.16,2210.97,2205.43,0.83,970046,深证XR,深证系列指数
471,399377,小盘价值,7342.34,0.33,24.29,78227067.0,75355938844.4,0.98,7387.69,7315.62,7344.7,7318.05,0.93,399377,小盘价值,深证系列指数
472,399661,深证低波,5820.94,0.32,18.79,74656460.0,103793398309.81,1.07,5861.64,5799.78,5799.78,5802.15,1.1,399661,深证低波,深证系列指数
473,480072,生物农业R,3823.89,0.32,12.17,24316921.0,27034090596.32,1.31,3855.46,3805.58,3806.67,3811.72,0.87,480072,生物农业R,深证系列指数
474,980072,生物农业,3356.4,0.32,10.68,24316921.0,27034090596.32,1.31,3384.11,3340.32,3341.29,3345.72,0.87,980072,生物农业,深证系列指数
475,970055,深证国企ESG,1394.68,0.32,4.49,37848887.0,57044020027.44,0.78,1400.12,1389.22,1392.41,1390.19,1.02,970055,深证国企ESG,深证系列指数
476,470055,深证国企ESGR,1590.64,0.32,5.13,37848887.0,57044020027.44,0.78,1596.84,1584.4,1588.04,1585.51,1.02,470055,深证国企ESGR,深证系列指数
477,399551,央视创新,9880.89,0.31,30.82,39212672.0,113164960981.01,2.04,9931.93,9731.47,9880.04,9850.07,0.9,399551,央视创新,深证系列指数
478,399701,深证F60,8041.04,0.31,24.72,86245144.0,188837876193.77,1.65,8094.91,7962.64,7977.17,8016.32,1.08,399701,深证F60,深证系列指数
479,399016,深证创新,5483.88,0.31,17.05,50639204.0,262076579963.96,2.1,5535.09,5420.18,5474.35,5466.83,0.94,399016,深证创新,深证系列指数
480,399316,巨潮小盘,5734.17,0.3,17.16,250884108.0,405414998711.16,1.21,5760.57,5691.57,5729.17,5717.01,0.91,399316,巨潮小盘,深证系列指数
481,399685,深成医药,1819.79,0.3,5.5,13162333.0,33354951162.8,1.46,1833.0,1806.5,1809.91,1814.29,0.84,399685,深成医药,深证系列指数
482,487015,港股中盘R（人民币）,2030.32,0.3,6.03,97052183.0,68724600825.59,0.93,2047.4,2028.65,2029.96,2024.29,1.14,487015,港股中盘R（人民币）,深证系列指数
483,970038,生物经济,2347.0,0.3,6.97,14302802.0,32965415635.08,1.3,2359.42,2329.11,2334.46,2340.03,0.82,970038,生物经济,深证系列指数
484,399635,创业板EW,2005.4,0.3,6.04,54470682.0,298558028085.46,2.31,2027.84,1981.66,2000.77,1999.36,0.96,399635,创业板EW,深证系列指数
485,470038,生物经济R,2626.44,0.3,7.81,14302802.0,32965415635.08,1.3,2640.33,2606.41,2612.4,2618.63,0.82,470038,生物经济R,深证系列指数
486,399663,中小低波,1937.02,0.29,5.61,47620324.0,69578652738.11,0.96,1951.26,1932.64,1933.13,1931.41,1.0,399663,中小低波,深证系列指数
487,987015,港股中盘（人民币）,1409.85,0.28,3.99,97052183.0,68724600825.59,0.93,1421.71,1408.69,1409.6,1405.86,1.14,987015,港股中盘（人民币）,深证系列指数
488,399017,SME创新,4816.62,0.28,13.31,55837255.0,181785115235.75,1.76,4852.43,4767.71,4820.41,4803.31,0.9,399017,SME创新,深证系列指数
489,399982,500等权,8587.43,0.28,24.11,280915814.0,523041433984.9,1.06,8632.58,8542.03,8583.05,8563.32,0.93,399982,500等权,深证系列指数
490,487010,港股大中盘R,1734.87,0.28,4.76,138318418.0,213654339692.83,0.88,1749.34,1734.15,1736.36,1730.11,1.08,487010,港股大中盘R,深证系列指数
491,983013,深港通能源,6348.44,0.27,16.94,14147171.0,8074651766.38,1.63,6441.03,6337.71,6338.67,6331.5,1.14,983013,深港通能源,深证系列指数
492,987010,港股大中盘,1202.45,0.27,3.25,138318418.0,213654339692.83,0.88,1212.48,1201.95,1203.48,1199.2,1.08,987010,港股大中盘,深证系列指数
493,480036,创新龙头R,4059.56,0.27,11.04,61018632.0,179665365915.71,1.88,4097.92,4021.85,4047.27,4048.52,0.91,480036,创新龙头R,深证系列指数
494,980008,湾区新兴(港币),3609.37,0.27,9.68,73355736.0,242449218866.89,2.2,3640.16,3560.84,3588.01,3599.69,0.97,980008,湾区新兴(港币),深证系列指数
495,399236,批零指数,1493.5,0.27,4.09,32654913.0,34855861179.54,0.74,1495.09,1484.12,1486.22,1489.41,0.82,399236,批零指数,深证系列指数
496,483019,深港通可选消费R,6799.78,0.27,18.09,149958579.0,209528831225.92,1.57,6874.51,6768.28,6799.98,6781.69,0.91,483019,深港通可选消费R,深证系列指数
497,483013,深港通能源R,11308.55,0.27,30.18,14147171.0,8074651766.38,1.63,11473.47,11289.43,11291.15,11278.37,1.14,483013,深港通能源R,深证系列指数
